E9999,8107
GBM0121,8457
GBM1125,8457
GBM0160,8457
GBM0252.1,8458
GBM1232,8458
GBM0252.573,8459
GBM0344,8460
GBM1879,8157
GBM2497,8461
GBM4749,8462
InvalidInputParameter,8463
OFF,8976
GBM0168,8977
GBM1109,8450
$PM0071,8451
FGM0119,8452
FGM0795,8894
GBM4110,8453
ProductCodeUnknown,8465
GenericError,8454
