BIGINT,-5
BINARY,-2
BIT,-7
CHAR,1
DATE,9
DATE_NEW,91
DECIMAL,3
DOUBLE,8
FLOAT,6
INTEGER,4
LONGVARBINARY,-4
LONGVARCHAR,-1
NUMBER,2
REAL,7
SMALLINT,5
TIME,10
TIMESTAMP,11
TIMESTAMP_NEW,93
TIME_NEW,92
TINYINT,-6
VARBINARY,-3
VARCHAR,12
VARCHAR2,12
